Date,Open,High,Low,Close,Volume,Adj Close
2015-05-15,1690.32,1724.52,1690.32,1719.63,13864100,1719.63
2015-05-14,1719.63,1719.63,1719.63,1719.63,000,1719.63
2015-05-13,1719.63,1724.52,1670.78,1719.63,11742500,1719.63
2015-05-12,1704.98,1724.52,1685.44,1714.75,7694700,1714.75
2015-05-11,1709.86,1729.40,1690.32,1695.21,5644100,1695.21
2015-05-08,1748.95,1748.95,1695.21,1704.98,19932300,1704.98
2015-05-07,1734.29,1773.37,1714.75,1734.29,36531900,1734.29
2015-05-06,1646.35,1748.95,1636.58,1734.29,12945400,1734.29
2015-05-05,1470.48,1651.24,1470.48,1651.24,27987900,1651.24
2015-05-04,1524.22,1670.78,1514.45,1612.16,32875600,1601.848
2015-05-01,1680.55,1680.55,1680.55,1680.55,000,1669.801
2015-04-30,1680.55,1680.55,1680.55,1680.55,000,1669.801
2015-04-29,1680.55,1680.55,1680.55,1680.55,000,1669.801
2015-04-28,1680.55,1680.55,1680.55,1680.55,000,1669.801
2015-04-27,1748.95,1748.95,1661.01,1680.55,18876000,1669.801
2015-04-24,1758.72,1763.60,1734.29,1744.06,5271700,1732.905
2015-04-23,1744.06,1773.37,1744.06,1748.95,19564500,1737.763
2015-04-22,1758.72,1763.60,1739.17,1744.06,28956100,1732.905
2015-04-21,1744.06,1763.60,1734.29,1758.72,38229300,1747.471
2015-04-20,1729.40,1744.06,1719.63,1739.17,10930700,1728.046
2015-04-17,1709.86,1744.06,1704.98,1744.06,28233800,1732.905
2015-04-16,1724.52,1724.52,1709.86,1719.63,19798300,1708.631
2015-04-15,1695.21,1714.75,1685.44,1709.86,23866600,1698.924
2015-04-14,1665.89,1704.98,1656.12,1695.21,30562200,1684.367
2015-04-13,1665.89,1670.78,1646.35,1665.89,12080000,1655.235
2015-04-10,1646.35,1675.67,1646.35,1661.01,15838000,1650.386
2015-04-09,1661.01,1670.78,1641.47,1641.47,9100100,1630.971
2015-04-08,1685.44,1695.21,1651.24,1656.12,28176200,1645.527
2015-04-07,1636.58,1675.67,1631.70,1670.78,30293300,1660.094
2015-04-06,1661.01,1661.01,1621.93,1636.58,48170500,1626.112
2015-04-03,1661.01,1661.01,1661.01,1661.01,000,1650.386
2015-04-02,1729.40,1729.40,1514.45,1661.01,102440800,1650.386
2015-04-01,1729.40,1748.95,1724.52,1744.06,20363600,1732.905
2015-03-31,1719.63,1744.06,1719.63,1739.17,39903500,1728.046
2015-03-30,1685.44,1719.63,1670.78,1709.86,23860500,1698.924
2015-03-27,1665.89,1690.32,1651.24,1680.55,16439900,1669.801
2015-03-26,1685.44,1719.63,1641.47,1651.24,42535600,1640.678
2015-03-25,1719.63,1729.40,1695.21,1695.21,28383000,1684.367
2015-03-24,1739.17,1744.06,1714.75,1729.40,30575100,1718.339
2015-03-23,1753.83,1763.60,1724.52,1729.40,30070100,1718.339
2015-03-20,1714.75,1744.06,1700.09,1744.06,52682200,1732.905
2015-03-19,1709.86,1719.63,1695.21,1714.75,40098100,1703.782
2015-03-18,1656.12,1690.32,1641.47,1680.55,33992400,1669.801
2015-03-17,1661.01,1670.78,1641.47,1651.24,26364800,1640.678
2015-03-16,1607.27,1656.12,1597.50,1651.24,43259900,1640.678
2015-03-13,1680.55,1695.21,1631.70,1631.70,42742100,1621.263
2015-03-12,1612.16,1670.78,1607.27,1661.01,63232100,1650.386
2015-03-11,1651.24,1651.24,1592.61,1607.27,68658600,1596.99
2015-03-10,1675.67,1690.32,1626.81,1665.89,65654300,1655.235
2015-03-09,1729.40,1729.40,1656.12,1665.89,84360700,1655.235
2015-03-06,1753.83,1758.72,1739.17,1739.17,33388400,1728.046
2015-03-05,1753.83,1768.49,1744.06,1753.83,29883200,1742.612
2015-03-04,1773.37,1783.14,1719.63,1758.72,49377100,1747.471
2015-03-03,1783.14,1783.14,1763.60,1768.49,28929200,1757.179
2015-03-02,1783.14,1783.14,1768.49,1768.49,27020700,1757.179
2015-02-27,1788.03,1792.91,1758.72,1773.37,22819200,1762.027
2015-02-26,1773.37,1788.03,1763.60,1778.26,21929900,1766.886
2015-02-25,1788.03,1802.68,1768.49,1773.37,40710500,1762.027
2015-02-24,1778.26,1783.14,1758.72,1768.49,32304200,1757.179
2015-02-23,1797.80,1817.34,1778.26,1778.26,89332100,1766.886
2015-02-20,1763.60,1797.80,1758.72,1783.14,83461400,1771.735
2015-02-19,1753.83,1753.83,1753.83,1753.83,000,1742.612
2015-02-18,1758.72,1778.26,1744.06,1753.83,40350000,1742.612
2015-02-17,1753.83,1773.37,1724.52,1744.06,34220200,1732.905
2015-02-16,1773.37,1783.14,1714.75,1744.06,39834000,1732.905
2015-02-13,1758.72,1768.49,1734.29,1763.60,33587000,1752.32
2015-02-12,1773.37,1778.26,1744.06,1748.95,29179100,1737.763
2015-02-11,1753.83,1783.14,1748.95,1758.72,71628200,1747.471
2015-02-10,1739.17,1739.17,1704.98,1719.63,27085700,1708.631
2015-02-09,1748.95,1763.60,1719.63,1734.29,25902800,1723.197
2015-02-06,1768.49,1778.26,1724.52,1744.06,32687100,1732.905
2015-02-05,1758.72,1788.03,1729.40,1744.06,86714200,1732.905
2015-02-04,1807.57,1846.65,1641.47,1729.40,165882700,1718.339
2015-02-03,1748.95,1841.77,1748.95,1788.03,102817700,1776.594
2015-02-02,1675.67,1734.29,1670.78,1734.29,51716700,1723.197
2015-01-30,1636.58,1700.09,1636.58,1675.67,74023700,1664.952
2015-01-29,1602.39,1631.70,1597.50,1631.70,39464600,1621.263
2015-01-28,1597.50,1621.93,1582.84,1602.39,55139900,1592.141
2015-01-27,1543.76,1597.50,1529.11,1597.50,79620000,1587.282
2015-01-26,1548.65,1558.42,1514.45,1533.99,71407300,1524.178
2015-01-23,1548.65,1568.19,1538.88,1553.53,89657300,1543.593
2015-01-22,1485.14,1533.99,1470.48,1529.11,94827500,1519.33
2015-01-21,1480.25,1494.91,1455.83,1480.25,71079100,1470.782
2015-01-20,1431.40,1480.25,1416.74,1470.48,84019500,1461.075
2015-01-19,1416.74,1446.06,1411.86,1421.63,41728300,1412.537
2015-01-16,1441.17,1450.94,1411.86,1411.86,54968800,1402.83
2015-01-15,1441.17,1450.94,1387.43,1441.17,95185300,1431.952
2015-01-14,1397.20,1411.86,1377.66,1387.43,54804900,1378.556
2015-01-13,1392.32,1411.86,1387.43,1397.20,26044300,1388.263
2015-01-12,1392.32,1421.63,1377.66,1392.32,40985200,1383.415
2015-01-09,1431.40,1446.06,1387.43,1397.20,56892700,1388.263
2015-01-08,1431.40,1455.83,1411.86,1421.63,79830100,1412.537
2015-01-07,1367.89,1421.63,1367.89,1416.74,76574500,1407.678
2015-01-06,1338.58,1392.32,1323.92,1363.00,108387200,1354.282
2015-01-05,1431.40,1436.28,1372.78,1372.78,64526000,1364.00
2015-01-02,1436.28,1465.60,1431.40,1431.40,27650900,1422.245
2015-01-01,1436.28,1436.28,1436.28,1436.28,000,1427.093
2014-12-31,1436.28,1436.28,1436.28,1436.28,000,1427.093
2014-12-30,1475.37,1499.79,1436.28,1436.28,78350800,1427.093
2014-12-29,1450.94,1514.45,1450.94,1475.37,73950600,1465.933
2014-12-26,1436.28,1436.28,1436.28,1436.28,000,1427.093
2014-12-25,1436.28,1436.28,1436.28,1436.28,000,1427.093
2014-12-24,1377.66,1485.14,1377.66,1436.28,100469700,1427.093
2014-12-23,1328.81,1402.09,1328.81,1363.00,80579000,1354.282
2014-12-22,1309.27,1323.92,1299.50,1323.92,49004000,1315.452
2014-12-19,1270.18,1294.61,1270.18,1294.61,56164500,1286.33
2014-12-18,1211.56,1260.41,1211.56,1245.76,61689500,1237.792
2014-12-17,1148.05,1196.90,1148.05,1196.90,55180100,1189.245
2014-12-16,1172.48,1172.48,1128.51,1162.71,83778400,1155.273
2014-12-15,1172.48,1196.90,1162.71,1196.90,38773500,1189.245
2014-12-12,1196.90,1216.45,1177.36,1192.02,51330300,1184.396
2014-12-11,1167.59,1201.79,1157.82,1187.13,54519000,1179.537
2014-12-10,1113.85,1172.48,1113.85,1172.48,90720200,1164.981
2014-12-09,1074.77,1113.85,1065.00,1104.08,39496600,1097.018
2014-12-08,1128.51,1138.28,1065.00,1084.54,67542500,1077.603
2014-12-05,1133.39,1143.17,1118.74,1128.51,18525300,1121.292
2014-12-04,1133.39,1148.05,1123.62,1133.39,21683800,1126.141
2014-12-03,1133.39,1162.71,1118.74,1133.39,70761200,1126.141
2014-12-02,1074.77,1157.82,1074.77,1133.39,81169200,1126.141
2014-12-01,1021.03,1089.43,1016.15,1074.77,122321800,1067.896
2014-11-28,1021.03,1030.80,1016.15,1021.03,24472300,1014.499
2014-11-27,1016.15,1025.92,1016.15,1016.15,10169700,1009.651
2014-11-26,1021.03,1025.92,1006.38,1021.03,24361300,1014.499
2014-11-25,1011.26,1025.92,1011.26,1011.26,24697300,1004.792
2014-11-24,1021.03,1035.69,1011.26,1021.03,57564200,1014.499
2014-11-21,1006.38,1021.03,996.606,1006.38,45270200,999.943
2014-11-20,1001.49,1006.38,991.72,1001.49,42309400,995.084
2014-11-19,1006.38,1030.80,1001.49,1006.38,59413800,999.943
2014-11-18,1016.15,1035.69,996.606,1016.15,117465200,1009.651
2014-11-17,967.294,996.606,967.294,991.72,57440600,985.377
2014-11-14,967.294,986.835,967.294,967.294,39463700,961.107
2014-11-13,967.294,977.064,957.523,967.294,39280600,961.107
2014-11-12,972.179,991.72,967.294,972.179,87337600,965.961
2014-11-11,967.294,972.179,933.096,967.294,75822500,961.107
2014-11-10,928.211,952.638,923.326,928.211,18484900,922.274
2014-11-07,937.982,942.867,918.441,937.982,26741300,931.983
2014-11-06,937.982,942.867,933.096,937.982,16860700,931.983
2014-11-05,937.982,947.752,923.326,937.982,21762300,931.983
2014-11-04,942.867,957.523,942.867,942.867,24946000,936.836
2014-11-03,942.867,957.523,937.982,942.867,35872400,936.836
2014-10-31,947.752,962.408,942.867,947.752,35448500,941.69
2014-10-30,947.752,952.638,923.326,947.752,51275700,941.69
2014-10-29,942.867,947.752,918.441,942.867,66563400,936.836
2014-10-28,913.555,928.211,913.555,913.555,25559500,907.712
2014-10-27,928.211,937.982,923.326,928.211,34323000,922.274
2014-10-24,928.211,947.752,923.326,928.211,52177900,922.274
2014-10-23,942.867,952.638,913.555,942.867,94766600,936.836
2014-10-22,918.441,933.096,913.555,918.441,36806800,912.567
2014-10-21,923.326,928.211,898.899,923.326,92457800,917.42
2014-10-20,903.785,933.096,898.899,903.785,149923900,898.004
2014-10-17,898.899,903.785,879.358,898.899,96880000,893.15
2014-10-16,879.358,884.243,850.046,879.358,85678500,873.733
2014-10-15,854.931,864.702,840.275,854.931,59865700,849.463
2014-10-14,835.39,845.161,815.849,835.39,38574900,830.047
2014-10-13,815.849,825.619,806.078,815.849,12942100,810.631
2014-10-10,815.849,820.734,801.193,815.849,57959600,810.631
2014-10-09,825.619,835.39,815.849,825.619,65587100,820.338
2014-10-08,796.307,815.849,781.651,796.307,38388800,791.214
2014-10-07,810.963,815.849,791.422,810.963,100516200,805.776
2014-10-06,796.307,806.078,781.651,796.307,52616000,791.214
2014-10-03,786.537,840.275,786.537,786.537,87696500,781.506
2014-10-02,830.505,840.275,820.734,830.505,53403600,825.193
2014-10-01,854.931,859.817,820.734,854.931,74442200,849.463
2014-09-30,815.849,825.619,801.193,815.849,38535500,810.631
2014-09-29,810.963,840.275,801.193,810.963,76830900,805.776
2014-09-26,835.39,854.931,820.734,835.39,96766700,830.047
2014-09-25,869.587,879.358,864.702,869.587,14913000,864.025
2014-09-24,859.817,874.473,859.817,859.817,13449300,854.318
2014-09-23,859.817,869.587,854.931,859.817,15955800,854.318
2014-09-22,869.587,879.358,869.587,869.587,19354300,864.025
2014-09-19,879.358,884.243,864.702,879.358,75755300,873.733
2014-09-18,859.817,879.358,854.931,859.817,76779500,854.318
2014-09-17,864.702,869.587,840.275,864.702,54488800,859.171
2014-09-16,835.39,850.046,835.39,835.39,29829000,830.047
2014-09-15,845.161,854.931,840.275,845.161,41087300,839.755
2014-09-12,854.931,864.702,845.161,854.931,29923700,849.463
2014-09-11,854.931,859.817,835.39,854.931,98719200,849.463
2014-09-10,835.39,850.046,820.734,835.39,188004100,830.047
2014-09-09,859.817,884.243,854.931,859.817,155331600,854.318
2014-09-08,879.358,894.014,874.473,879.358,51493000,873.733
2014-09-05,884.243,908.67,879.358,884.243,58213800,878.587
2014-09-04,894.014,923.326,894.014,894.014,57071300,888.296
2014-09-03,913.555,913.555,879.358,913.555,91174500,907.712
2014-09-02,884.243,894.014,879.358,884.243,39304500,878.587
2014-09-01,884.243,884.243,874.473,884.243,45240400,878.587
2014-08-29,884.243,889.129,864.702,884.243,64001800,878.587
2014-08-28,864.702,874.473,859.817,864.702,38364800,859.171
2014-08-27,859.817,879.358,859.817,859.817,50516000,854.318
2014-08-26,864.702,908.67,864.702,864.702,80269900,859.171
2014-08-25,903.785,908.67,889.129,903.785,31429300,898.004
2014-08-22,903.785,928.211,903.785,903.785,51475000,898.004
2014-08-21,908.67,918.441,884.243,908.67,62117000,902.858
2014-08-20,894.014,903.785,884.243,894.014,34451400,888.296
2014-08-19,903.785,908.67,889.129,903.785,70875400,898.004
2014-08-18,889.129,894.014,864.702,889.129,96226300,883.442
2014-08-15,864.702,879.358,854.931,864.702,45751600,859.171
2014-08-14,859.817,864.702,854.931,859.817,49815900,854.318
2014-08-13,854.931,874.473,854.931,854.931,92166200,849.463
2014-08-12,854.931,869.587,830.505,854.931,200928100,849.463
2014-08-11,825.619,835.39,806.078,825.619,95211500,820.338
2014-08-08,801.193,815.849,796.307,801.193,31868300,796.068
2014-08-07,806.078,815.849,801.193,806.078,24816100,800.922
2014-08-06,806.078,815.849,796.307,806.078,34299000,800.922
2014-08-05,815.849,815.849,781.651,815.849,71885000,810.631
2014-08-04,781.651,786.537,766.996,781.651,51565200,776.651
2014-08-01,791.422,791.422,791.422,791.422,000,786.36
2014-07-31,791.422,791.422,791.422,791.422,000,786.36
2014-07-30,791.422,791.422,791.422,791.422,000,786.36
2014-07-29,791.422,791.422,791.422,791.422,000,786.36
2014-07-28,791.422,791.422,791.422,791.422,000,786.36
2014-07-25,791.422,806.078,786.537,791.422,28731500,786.36
2014-07-24,796.307,825.619,791.422,796.307,46917200,791.214
2014-07-23,815.849,845.161,810.963,815.849,80356700,810.631
2014-07-22,820.734,850.046,791.422,820.734,233353400,815.484
2014-07-21,830.505,835.39,806.078,830.505,140554800,825.193
2014-07-18,796.307,801.193,771.881,796.307,59923100,791.214
2014-07-17,781.651,806.078,776.766,781.651,67000000,776.651
2014-07-16,791.422,810.963,781.651,791.422,136956000,786.36
2014-07-15,786.537,791.422,757.225,786.537,118745100,781.506
2014-07-14,752.34,766.996,737.684,752.34,64004200,747.528
2014-07-11,752.34,766.996,737.684,752.34,58698500,747.528
2014-07-10,757.225,776.766,742.569,757.225,265516000,752.382
2014-07-09,737.684,737.684,737.684,737.684,000,732.966
2014-07-08,737.684,747.454,713.257,737.684,141299500,732.966
2014-07-07,723.028,732.798,679.06,723.028,104254700,718.403
2014-07-04,679.06,683.945,659.518,679.06,60136100,674.717
2014-07-03,659.518,669.289,654.633,659.518,32134400,655.30
2014-07-02,659.518,669.289,649.748,659.518,19247600,655.30
2014-07-01,659.518,669.289,659.518,659.518,10493400,655.30
2014-06-30,664.404,669.289,649.748,664.404,17663200,660.154
2014-06-27,654.633,664.404,649.748,654.633,12418300,650.446
2014-06-26,659.518,664.404,654.633,659.518,15830000,655.30
2014-06-25,654.633,659.518,639.977,654.633,15611300,650.446
2014-06-24,654.633,659.518,635.092,654.633,43169300,650.446
2014-06-23,639.977,649.748,630.207,639.977,29414300,635.884
2014-06-20,644.862,659.518,639.977,644.862,12180400,640.737
2014-06-19,649.748,669.289,644.862,649.748,18777900,645.592
2014-06-18,659.518,669.289,654.633,659.518,17390200,655.30
2014-06-17,669.289,669.289,659.518,669.289,14428500,665.008
2014-06-16,664.404,683.945,659.518,664.404,49485400,660.154
